faculty_id,faculty_name,department_id,department_name,department_type,year,male,female,total_male_number,total_female_number,total_student_number_,professors,assoc_prof,phd,base_point,tyt_turkce,tyt_matematik,tyt_fen,tyt_sosyal,ayt_matematik,ayt_fizik,ayt_kimya,ayt_biyoloji,ayt_edebiyat,ayt_cografya1,ayt_cografya2,ayt_din,ayt_felsefe,ayt_tarih1,ayt_tarih2,Marmara,Ege,Akdeniz,Karadeniz,Ic_Anadolu,Dogu_Anadolu,Guney_Dogu_Anadolu
5,Kimya-Metalurji Fakültesi,46,Metalurji ve Malzeme Mühendisliği (İngilizce),SAY,2023,30,22,205,127,332,10,10,8,"474,50789",31.3,33.1,16.5,14.5,32.9,11.8,10.9,9.2,,,,,,,,36,6,3,3,3,0,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2021,45,37,333,278,611,9,4,8,"426,70036",29.2,21.8,15.6,14.5,26.2,8.2,11.0,11.5,,,,,,,,52,11,6,6,5,1,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2022,44,38,357,286,643,10,5,8,"503,12503",33.1,36.4,16.3,15.3,38.2,10.9,10.8,10.9,,,,,,,,44,13,9,8,5,2,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2023,41,41,334,270,604,10,4,8,"512,32237",33.3,36.1,18.1,15.3,36.9,12.9,11.8,10.5,,,,,,,,40,16,6,7,9,2,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2021,29,23,224,160,384,9,4,8,"439,38869",29.8,23.4,15.8,15.2,28.0,8.6,11.0,12.0,,,,,,,,30,4,6,5,3,2,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2022,28,24,268,199,467,10,5,8,"510,95328",33.9,37.1,16.6,15.9,38.6,11.4,11.1,11.1,,,,,,,,19,4,14,6,6,0,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2023,26,26,265,203,468,10,4,8,"519,59063",33.2,36.5,18.7,16.0,37.5,13.0,12.3,11.0,,,,,,,,25,13,3,5,5,0,1
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2021,194,22,1546,122,1668,23,14,26,"403,56465",27.5,19.9,15.0,13.6,24.0,7.9,10.4,11.0,,,,,,,,112,18,33,17,22,8,6
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2022,178,38,1429,150,1579,25,18,17,"476,33972",31.0,34.1,15.4,14.2,36.1,10.2,10.1,9.5,,,,,,,,118,25,19,23,20,6,5
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2023,180,36,1277,165,1442,28,21,16,"487,86232",31.9,34.0,17.5,14.8,34.4,12.6,10.9,9.6,,,,,,,,141,17,16,16,15,3,8
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2021,49,13,378,75,453,4,3,6,"407,87074",28.0,19.2,15.0,13.2,23.7,8.3,10.8,11.2,,,,,,,,40,6,5,4,5,2,0
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2022,48,14,421,91,512,4,5,7,"483,50170",30.9,34.8,15.3,14.7,36.6,10.4,10.1,9.7,,,,,,,,36,7,5,6,6,2,0
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2023,44,18,398,85,483,7,4,7,"495,72087",32.6,33.9,17.5,14.9,34.5,12.7,11.4,9.9,,,,,,,,39,4,5,7,5,0,2
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2021,37,15,332,58,390,4,3,6,"420,44845",29.1,20.8,14.7,14.1,25.9,8.3,10.6,10.9,,,,,,,,20,6,11,7,4,3,1
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2022,45,7,390,73,463,7,4,7,"494,71871",31.4,35.7,16.5,14.7,37.6,11.1,10.6,10.1,,,,,,,,32,5,7,3,4,1,0
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2023,37,15,379,80,459,7,4,7,"502,65361",32.3,35.2,17.7,15.7,35.5,12.8,11.5,10.3,,,,,,,,24,3,8,10,5,1,1
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2021,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,0,0,0,0,0,0
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2022,1,0,8,0,8,0,0,0,"425,92744",28.8,34.5,12.5,15.0,27.0,9.0,5.8,4.5,,,,,,,,0,0,0,0,0,0,0
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2023,2,0,3,0,3,7,4,7,"352,23620",21.9,22.5,7.6,6.5,24.4,7.3,3.8,5.1,,,,,,,,0,0,0,0,0,0,0
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2021,14,27,40,58,98,0,1,3,"255,91590",25.8,7.5,2.0,11.1,3.0,,,,12.7,4.0,,,,2.9,,37,1,0,1,0,1,1
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2022,22,19,76,104,180,0,1,3,"316,81760",26.4,15.4,3.1,11.2,7.6,,,,12.0,4.8,,,,4.2,,33,1,1,2,1,3,0
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2023,17,25,88,130,218,1,2,2,"320,68287",27.4,16.0,3.4,11.4,11.3,,,,11.0,2.3,,,,3.8,,30,1,0,2,2,6,1
7,Mimarlık Fakültesi,36,Kültür Varlıklarını Koruma ve Onarım (KKTC Uyruklu),EA,2023,0,0,0,0,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,0,0,0,0,0,0,0
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2021,38,96,465,645,1110,15,21,23,"382,28501",27.7,18.3,14.1,12.3,21.5,5.6,10.0,10.6,,,,,,,,51,14,13,26,14,7,9
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2022,34,100,422,733,1155,13,22,21,"441,45306",29.9,31.0,13.9,13.1,32.7,7.7,9.1,8.1,,,,,,,,62,21,17,8,10,8,8
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2023,36,98,341,684,1025,16,22,16,"444,32134",30.3,29.1,15.0,13.3,29.5,10.6,9.2,7.7,,,,,,,,66,21,13,14,11,5,4
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2021,21,51,162,262,424,15,21,23,"396,07043",28.9,19.5,14.4,12.9,22.3,6.5,9.9,10.6,,,,,,,,37,9,2,6,16,1,1
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2022,13,59,190,357,547,13,22,21,"460,67200",31.1,32.3,14.5,13.9,33.8,8.4,9.4,9.2,,,,,,,,31,13,6,8,10,3,1
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2023,26,46,180,371,551,16,22,16,"459,61599",31.3,30.7,15.5,13.7,31.2,11.2,9.7,8.1,,,,,,,,28,11,10,7,11,1,4
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2021,18,64,117,267,384,7,12,8,"273,88699",24.2,10.9,8.0,9.7,9.9,1.9,5.6,6.8,,,,,,,,58,3,3,5,5,4,4
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2022,26,56,124,307,431,7,12,9,"332,94626",26.4,20.0,9.7,9.7,18.6,3.9,4.8,4.4,,,,,,,,63,2,5,4,5,1,1
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2023,35,47,137,308,445,7,9,8,"352,86449",27.9,20.6,10.5,11.7,18.4,6.9,4.9,5.1,,,,,,,,65,1,3,4,5,2,2
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2021,13,28,95,85,180,2,6,7,"317,91073",27.0,5.7,1.4,13.5,,,,,13.8,4.5,7.5,3.0,6.9,3.5,3.1,26,5,4,1,2,2,0
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2022,16,25,107,135,242,6,4,9,"374,47269",29.6,10.0,1.3,12.7,,,,,14.7,5.2,8.3,3.9,6.8,4.6,6.2,29,2,1,5,3,0,1
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2023,15,27,114,149,263,6,10,7,"375,54952",29.5,10.1,2.3,15.2,,,,,14.2,3.1,6.4,4.3,6.9,5.0,7.6,32,0,4,3,1,2,0
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2021,22,40,27,39,66,0,0,2,"368,59681",28.2,6.0,2.6,14.9,,,,,17.5,4.8,8.7,3.8,7.0,5.6,5.5,44,6,3,6,2,1,0
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2022,22,40,82,153,235,0,1,2,"418,17482",30.5,13.7,2.1,15.7,,,,,17.8,5.2,9.2,4.7,8.1,5.8,7.8,45,2,5,3,4,2,1
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2023,17,47,105,218,323,1,1,2,"420,80734",31.4,12.7,2.9,15.5,,,,,18.3,4.1,7.1,4.8,8.0,6.4,8.7,47,5,3,6,2,0,1
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2021,22,40,26,36,62,2,6,7,"306,95984",25.5,3.6,1.5,12.6,,,,,13.0,4.1,7.1,3.0,6.4,3.4,2.9,49,1,2,3,4,1,2
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2022,24,38,73,119,192,6,4,9,"363,77832",27.3,7.5,1.8,13.1,,,,,14.0,4.8,8.2,4.1,6.7,4.2,5.4,49,1,2,4,4,0,2
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2023,29,35,107,155,262,6,10,7,"364,44450",27.9,10.6,1.6,13.3,,,,,12.3,2.7,6.5,3.8,7.2,4.8,7.4,55,1,3,2,0,0,3
9,İktisadi ve İdari Bilimler Fakültesi,19,İktisat,EA,2023,54,52,54,52,106,14,3,8,"381,23125",29.2,21.3,4.4,13.5,18.7,,,,16.3,3.3,,,,4.9,,78,7,3,9,3,3,3
9,İktisadi ve İdari Bilimler Fakültesi,20,İktisat (İngilizce),EA,2021,31,21,170,110,280,11,3,10,"353,46014",28.7,13.5,5.4,14.2,15.4,,,,17.2,4.7,,,,4.9,,29,6,8,5,2,1,1
9,İktisadi ve İdari Bilimler Fakültesi,20,İktisat (İngilizce),EA,2022,34,18,216,127,343,0,0,0,"422,68794",29.8,25.5,7.7,14.5,27.4,,,,16.7,4.8,,,,5.0,,29,6,6,4,5,1,1
9,İktisadi ve İdari Bilimler Fakültesi,20,İktisat (İngilizce),EA,2023,34,18,222,134,356,14,3,8,"435,35202",31.6,28.2,9.0,15.1,27.5,,,,18.2,3.6,,,,6.1,,26,7,5,5,6,1,2
9,İktisadi ve İdari Bilimler Fakültesi,27,İşletme,EA,2021,42,51,279,245,524,12,11,12,"317,34775",27.0,12.2,2.9,13.2,10.0,,,,15.9,4.0,,,,3.7,,53,8,7,8,8,5,4
9,İktisadi ve İdari Bilimler Fakültesi,27,İşletme,EA,2022,49,44,307,242,549,15,8,12,"386,94577",28.9,21.0,5.4,13.4,19.7,,,,16.0,4.7,,,,4.8,,60,9,5,6,10,3,0
9,İktisadi ve İdari Bilimler Fakültesi,27,İşletme,EA,2023,35,61,296,260,556,19,6,13,"395,91782",30.6,22.3,6.0,14.3,20.3,,,,17.5,3.1,,,,5.0,,74,6,6,6,3,0,1
9,İktisadi ve İdari Bilimler Fakültesi,28,İşletme (İngilizce),EA,2021,25,27,104,69,173,12,11,12,"350,75266",28.1,13.7,4.9,14.6,14.6,,,,17.0,4.5,,,,4.4,,32,8,3,3,2,1,3
9,İktisadi ve İdari Bilimler Fakültesi,28,İşletme (İngilizce),EA,2022,27,25,181,143,324,15,8,12,"421,56486",30.4,27.3,7.9,14.1,27.2,,,,15.2,4.9,,,,4.9,,32,5,6,3,2,3,1
9,İktisadi ve İdari Bilimler Fakültesi,28,İşletme (İngilizce),EA,2023,29,23,208,171,379,19,6,13,"431,79331",32.1,25.2,9.0,15.4,24.8,,,,18.9,3.8,,,,5.8,,26,4,7,6,8,1,0
9,İktisadi ve İdari Bilimler Fakültesi,54,Siyaset Bilimi ve Uluslararası İlişkiler,EA,2021,34,48,212,292,504,6,2,3,"302,35253",26.9,8.9,2.3,14.2,6.4,,,,16.1,4.3,,,,4.2,,49,8,8,6,7,1,3
9,İktisadi ve İdari Bilimler Fakültesi,54,Siyaset Bilimi ve Uluslararası İlişkiler,EA,2022,34,48,196,302,498,5,4,1,"364,90424",28.8,18.3,4.0,13.8,14.1,,,,15.8,4.4,,,,4.9,,58,5,2,7,6,1,3
9,İktisadi ve İdari Bilimler Fakültesi,54,Siyaset Bilimi ve Uluslararası İlişkiler,EA,2023,29,55,188,299,487,5,5,1,"371,95592",29.6,17.7,3.2,14.4,14.6,,,,16.9,3.7,,,,5.0,,58,6,4,6,7,0,3
10,İnşaat Fakültesi,6,Çevre Mühendisliği,SAY,2021,15,57,178,283,461,14,7,4,"315,97147",27.0,13.1,10.3,11.3,13.5,2.9,8.1,9.0,,,,,,,,52,6,1,6,4,3,0
10,İnşaat Fakültesi,6,Çevre Mühendisliği,SAY,2022,26,46,168,306,474,16,8,3,"390,09546",29.3,25.2,11.8,11.7,26.3,5.5,7.5,6.0,,,,,,,,59,0,2,6,3,0,2
10,İnşaat Fakültesi,6,Çevre Mühendisliği,SAY,2023,20,52,150,293,443,16,10,4,"405,55598",29.9,24.7,13.9,13.3,23.4,8.6,7.7,7.0,,,,,,,,56,1,4,3,5,1,2
10,İnşaat Fakültesi,18,Harita Mühendisliği,SAY,2021,63,30,434,199,633,12,7,10,"284,89579",23.5,11.2,9.5,9.5,11.4,3.0,6.4,7.3,,,,,,,,61,8,9,3,4,5,3
10,İnşaat Fakültesi,18,Harita Mühendisliği,SAY,2022,48,45,380,208,588,16,5,9,"348,89619",26.7,22.3,10.6,11.5,20.2,4.2,5.2,4.3,,,,,,,,63,7,7,7,4,5,0
10,İnşaat Fakültesi,18,Harita Mühendisliği,SAY,2023,54,39,345,201,546,17,7,8,"369,02434",26.9,22.9,11.0,11.5,20.4,7.4,5.8,5.7,,,,,,,,74,6,2,6,2,2,1
10,İnşaat Fakültesi,24,İnşaat Mühendisliği,SAY,2021,116,18,899,125,1024,15,17,23,"340,19986",25.1,16.1,11.8,11.7,17.4,4.6,8.5,8.7,,,,,,,,69,8,10,11,17,10,9
10,İnşaat Fakültesi,24,İnşaat Mühendisliği,SAY,2022,106,28,801,150,951,19,16,21,"409,17894",27.5,27.8,12.4,12.1,29.4,6.7,7.9,6.7,,,,,,,,83,7,9,9,4,10,12
10,İnşaat Fakültesi,24,İnşaat Mühendisliği,SAY,2023,108,26,724,141,865,26,14,23,"421,41921",28.9,27.7,14.2,12.8,26.5,10.2,8.0,7.1,,,,,,,,87,12,8,12,5,8,2
10,İnşaat Fakültesi,25,İnşaat Mühendisliği (İngilizce),SAY,2021,54,8,324,32,356,15,17,23,"359,61889",26.2,16.3,12.6,12.8,18.7,5.3,9.3,9.4,,,,,,,,26,6,5,9,4,8,4
10,İnşaat Fakültesi,25,İnşaat Mühendisliği (İngilizce),SAY,2022,52,10,356,45,401,19,16,21,"430,37237",29.1,29.8,13.2,12.8,31.1,7.3,8.2,7.7,,,,,,,,28,4,6,9,5,3,7
10,İnşaat Fakültesi,25,İnşaat Mühendisliği (İngilizce),SAY,2023,50,12,348,58,406,26,14,23,"443,14316",30.3,28.3,14.7,13.3,29.0,10.8,8.7,8.2,,,,,,,,35,4,6,2,6,5,4
