faculty_id,faculty_name,department_id,department_name,department_type,year,male,female,total_male_number,total_female_number,total_student_number_,professors,assoc_prof,phd,base_point,success_order,preferred,quota,placed_number,tyt_turkce,tyt_matematik,tyt_fen,tyt_sosyal,ayt_matematik,ayt_fizik,ayt_kimya,ayt_biyoloji,ayt_edebiyat,ayt_cografya1,ayt_cografya2,ayt_din,ayt_felsefe,ayt_tarih1,ayt_tarih2,ydt_yabanci_dil,Marmara,Ege,Akdeniz,Karadeniz,Ic_Anadolu,Dogu_Anadolu,Guney_Dogu_Anadolu
3,Fen-Edebiyat Fakültesi,57,Türk Dili ve Edebiyatı,SÖZ,2023,18,56,84,255,339,4,3,9,378.20479,47179,1105,74,74,28.6,7.7,0.9,14.1,,,,,15.6,3.3,6.2,4.2,6.7,5.2,7.9,,64,3,2,3,2,0,0
3,Fen-Edebiyat Fakültesi,57,Türk Dili ve Edebiyatı,SÖZ,2024,7,24,84,255,339,4,3,9,415.69199,17047,1188,31,31,30.0,9.8,1.8,14.2,,,,,18.9,4.1,8.0,4.1,6.9,7.6,7.7,,26,1,2,1,1,0,0
4,Gemi İnşaatı ve Denizcilik Fakültesi,15,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,SAY,2021,69,13,546,52,598,10,3,9,384.24844,57003,943,82,82,27.2,18.2,14.0,13.6,21.6,6.8,10.0,10.8,,,,,,,,,39,4,23,5,7,3,1
4,Gemi İnşaatı ve Denizcilik Fakültesi,15,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,SAY,2022,73,9,554,68,622,11,3,7,456.77282,50704,1227,82,82,29.8,31.6,14.8,13.9,34.3,9.2,9.5,8.6,,,,,,,,,43,6,13,8,6,3,3
4,Gemi İnşaatı ve Denizcilik Fakültesi,15,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,SAY,2023,68,14,523,72,595,10,7,5,470.53124,40128,1479,82,82,30.6,32.4,16.6,13.9,32.7,12.2,10.1,9.1,,,,,,,,,52,10,5,6,4,1,4
4,Gemi İnşaatı ve Denizcilik Fakültesi,15,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,SAY,2024,78,10,523,72,595,10,7,5,458.44904,32688,2044,88,88,31.2,33.4,15.9,14.4,27.8,11.7,9.0,9.9,,,,,,,,,48,12,9,9,7,3,0
4,Gemi İnşaatı ve Denizcilik Fakültesi,16,Gemi Makineleri İşletme Mühendisliği,SAY,2021,60,12,434,19,453,4,4,9,351.49049,90209,801,72,72,26.2,15.6,12.9,11.8,17.3,5.3,9.4,9.5,,,,,,,,,37,9,12,3,5,3,3
4,Gemi İnşaatı ve Denizcilik Fakültesi,16,Gemi Makineleri İşletme Mühendisliği,SAY,2022,61,11,471,34,505,4,6,7,429.97242,74874,1158,72,72,28.0,29.2,13.4,12.6,30.8,8.0,8.7,7.6,,,,,,,,,28,8,19,7,7,1,2
4,Gemi İnşaatı ve Denizcilik Fakültesi,16,Gemi Makineleri İşletme Mühendisliği,SAY,2023,62,10,416,39,455,5,6,6,445.32388,62528,1086,72,72,29.3,28.8,15.3,13.5,29.3,11.1,9.4,7.9,,,,,,,,,34,11,8,8,5,1,5
4,Gemi İnşaatı ve Denizcilik Fakültesi,16,Gemi Makineleri İşletme Mühendisliği,SAY,2024,67,10,416,39,455,5,6,6,432.04367,52589,1255,77,77,30.0,30.9,14.8,14.0,23.4,10.5,8.2,9.4,,,,,,,,,41,11,10,5,5,3,2
5,Kimya-Metalurji Fakültesi,4,Biyomühendislik,SAY,2021,18,54,84,319,403,6,2,5,351.3801,90344,1206,72,72,27.6,15.7,13.0,12.0,16.0,4.4,9.5,10.3,,,,,,,,,52,5,5,1,6,0,3
5,Kimya-Metalurji Fakültesi,4,Biyomühendislik,SAY,2022,14,58,109,367,476,6,5,5,425.8154,78936,1410,72,72,29.5,27.1,13.3,12.4,29.3,7.2,8.9,7.9,,,,,,,,,50,4,5,8,4,0,1
5,Kimya-Metalurji Fakültesi,4,Biyomühendislik,SAY,2023,18,54,106,341,447,11,7,2,437.60445,69728,1190,72,72,30.6,27.1,15.0,12.9,27.9,10.6,8.8,7.8,,,,,,,,,51,3,3,4,6,4,1
5,Kimya-Metalurji Fakültesi,4,Biyomühendislik,SAY,2024,27,45,106,341,447,11,7,2,419.42322,63553,1182,72,72,31.1,28.3,13.8,13.9,20.4,9.9,7.7,10.0,,,,,,,,,52,4,3,5,7,0,1
5,Kimya-Metalurji Fakültesi,5,Biyomühendislik (İngilizce),SAY,2021,10,52,111,307,418,6,2,5,364.66632,76044,1477,62,62,28.9,16.6,13.8,13.2,18.1,4.9,9.7,10.4,,,,,,,,,37,9,4,2,10,0,0
5,Kimya-Metalurji Fakültesi,5,Biyomühendislik (İngilizce),SAY,2022,12,50,118,350,468,6,5,5,438.4998,66934,1642,62,62,31.3,29.9,14.1,13.5,30.8,7.3,9.0,8.4,,,,,,,,,39,5,6,6,3,2,1
5,Kimya-Metalurji Fakültesi,5,Biyomühendislik (İngilizce),SAY,2023,14,48,113,333,446,11,7,2,448.85903,59276,1385,62,62,31.4,28.9,15.7,13.8,28.9,10.6,9.7,8.5,,,,,,,,,46,5,5,2,4,0,0
5,Kimya-Metalurji Fakültesi,5,Biyomühendislik (İngilizce),SAY,2024,14,48,113,333,446,11,7,2,430.39629,53952,1323,62,62,32.0,30.5,15.2,13.7,22.6,10.6,7.8,9.6,,,,,,,,,35,13,4,4,3,2,1
5,Kimya-Metalurji Fakültesi,17,Gıda Mühendisliği,SAY,2021,18,54,63,323,386,4,4,3,332.56982,113046,894,72,72,27.2,15.2,11.9,11.5,15.7,3.5,8.6,9.0,,,,,,,,,53,8,2,4,3,2,0
5,Kimya-Metalurji Fakültesi,17,Gıda Mühendisliği,SAY,2022,12,60,73,338,411,3,6,2,406.61907,98859,1314,72,72,29.9,26.0,12.0,12.1,27.3,5.9,8.3,7.2,,,,,,,,,54,1,4,5,7,0,1
5,Kimya-Metalurji Fakültesi,17,Gıda Mühendisliği,SAY,2023,12,60,79,331,410,5,4,3,420.75616,86820,1128,72,72,30.2,26.2,14.3,12.3,26.1,9.4,8.7,7.3,,,,,,,,,62,3,3,2,1,1,0
5,Kimya-Metalurji Fakültesi,17,Gıda Mühendisliği,SAY,2024,11,30,79,331,410,5,4,3,407.01305,75440,1026,41,41,31.0,27.4,13.6,13.2,18.9,9.3,7.6,9.5,,,,,,,,,33,1,5,2,0,0,0
5,Kimya-Metalurji Fakültesi,31,Kimya Mühendisliği,SAY,2021,23,59,147,377,524,7,8,12,384.72075,56591,1463,82,82,28.9,17.5,14.6,12.9,20.6,5.9,10.4,10.7,,,,,,,,,62,5,4,6,3,1,1
5,Kimya-Metalurji Fakültesi,31,Kimya Mühendisliği,SAY,2022,27,55,156,398,554,8,9,10,458.24052,49462,1597,82,82,30.5,31.3,14.3,13.7,34.0,8.7,10.2,8.6,,,,,,,,,65,4,5,3,3,1,1
5,Kimya-Metalurji Fakültesi,31,Kimya Mühendisliği,SAY,2023,32,50,157,367,524,12,8,7,469.35381,41104,1758,82,82,31.6,31.7,16.3,14.2,31.9,11.8,10.4,8.7,,,,,,,,,64,8,3,5,0,1,1
5,Kimya-Metalurji Fakültesi,31,Kimya Mühendisliği,SAY,2024,18,34,157,367,524,12,8,7,460.4049,31383,1874,52,52,32.3,33.7,15.9,14.3,27.2,11.4,9.5,10.0,,,,,,,,,43,4,0,2,3,0,0
5,Kimya-Metalurji Fakültesi,32,Kimya Mühendisliği (İngilizce),SAY,2021,23,49,143,277,420,7,8,12,396.4328,46546,1730,72,72,29.1,19.2,14.3,13.6,22.1,6.3,10.4,11.0,,,,,,,,,44,12,7,5,3,1,0
5,Kimya-Metalurji Fakültesi,32,Kimya Mühendisliği (İngilizce),SAY,2022,30,42,176,304,480,8,9,10,471.4217,38518,1854,72,72,31.1,33.4,14.4,14.5,35.3,9.2,10.3,9.6,,,,,,,,,54,6,7,1,4,0,0
5,Kimya-Metalurji Fakültesi,32,Kimya Mühendisliği (İngilizce),SAY,2023,28,44,176,311,487,12,8,7,484.45434,29203,1716,72,72,32.3,32.6,17.1,14.5,33.5,12.4,10.9,9.5,,,,,,,,,55,6,5,4,2,0,0
5,Kimya-Metalurji Fakültesi,32,Kimya Mühendisliği (İngilizce),SAY,2024,24,28,176,311,487,12,8,7,473.32658,23360,1505,52,52,32.8,34.9,17.1,14.8,28.3,12.0,10.1,10.7,,,,,,,,,33,11,3,2,0,2,1
5,Kimya-Metalurji Fakültesi,39,Matematik Mühendisliği,SAY,2021,53,50,364,347,711,11,5,10,400.43601,43145,1057,103,103,28.6,19.5,14.4,13.0,23.8,6.6,10.2,10.6,,,,,,,,,71,4,8,9,7,3,1
5,Kimya-Metalurji Fakültesi,39,Matematik Mühendisliği,SAY,2022,58,45,367,302,669,12,5,9,482.20758,30017,1961,103,103,31.7,35.1,15.4,14.6,37.3,10.0,10.1,9.4,,,,,,,,,76,8,9,4,5,1,0
5,Kimya-Metalurji Fakültesi,39,Matematik Mühendisliği,SAY,2023,75,28,402,274,676,14,5,10,503.50772,16507,2283,103,103,32.7,35.3,17.8,15.0,36.5,12.9,11.5,10.1,,,,,,,,,68,13,9,6,4,1,2
5,Kimya-Metalurji Fakültesi,39,Matematik Mühendisliği,SAY,2024,78,30,402,274,676,14,5,10,493.40076,13125,2106,108,108,32.8,36.6,17.7,15.1,32.5,12.4,10.2,11.2,,,,,,,,,72,3,10,8,9,5,1
5,Kimya-Metalurji Fakültesi,40,Matematik Mühendisliği (İngilizce),SAY,2021,48,24,205,197,402,11,5,10,411.22322,34558,1072,72,72,28.6,21.1,14.8,14.2,25.1,7.6,10.3,11.1,,,,,,,,,42,8,9,7,2,3,1
5,Kimya-Metalurji Fakültesi,40,Matematik Mühendisliği (İngilizce),SAY,2022,49,23,272,186,458,12,5,9,496.81636,19614,1932,72,72,32.0,36.6,16.2,15.4,38.4,10.6,10.8,10.2,,,,,,,,,47,10,6,5,1,1,2
5,Kimya-Metalurji Fakültesi,40,Matematik Mühendisliği (İngilizce),SAY,2023,51,21,306,175,481,14,5,10,511.62595,11881,2035,72,72,33.7,36.3,18.1,15.0,37.3,13.0,11.7,10.6,,,,,,,,,44,4,10,3,6,2,3
5,Kimya-Metalurji Fakültesi,40,Matematik Mühendisliği (İngilizce),SAY,2024,57,20,306,175,481,14,5,10,502.43788,9589,2065,77,77,33.5,36.7,17.7,15.4,33.4,12.9,11.1,11.4,,,,,,,,,37,8,4,11,9,6,2
5,Kimya-Metalurji Fakültesi,41,Matematik Mühendisliği (KKTC Uyruklu),SAY,2021,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0
5,Kimya-Metalurji Fakültesi,41,Matematik Mühendisliği (KKTC Uyruklu),SAY,2022,1,0,0,0,0,0,0,0,459.85927,48118,9,1,1,30.3,28.3,11.8,10.8,35.3,9.3,9.3,9.3,,,,,,,,,0,0,0,0,0,0,0
5,Kimya-Metalurji Fakültesi,41,Matematik Mühendisliği (KKTC Uyruklu),SAY,2023,0,1,0,0,0,14,5,10,413.63903,94505,6,1,1,26.3,22.5,12.3,8.5,27.5,10.5,8.3,4.5,,,,,,,,,0,0,0,0,0,0,0
5,Kimya-Metalurji Fakültesi,41,Matematik Mühendisliği (KKTC Uyruklu),SAY,2024,1,0,0,0,0,14,5,10,375.10923,111380,11,1,1,28.0,18.0,11.2,14.2,14.2,8.2,8.0,8.2,,,,,,,,,0,0,0,0,0,0,0
5,Kimya-Metalurji Fakültesi,45,Metalurji ve Malzeme Mühendisliği,SAY,2021,45,58,487,220,707,14,6,10,367.43441,73218,1099,103,103,28.1,16.8,13.5,13.0,19.1,5.0,9.9,10.4,,,,,,,,,64,6,6,13,10,3,1
5,Kimya-Metalurji Fakültesi,45,Metalurji ve Malzeme Mühendisliği,SAY,2022,54,49,416,263,679,10,9,8,443.09405,62737,1448,103,103,29.9,30.6,13.7,13.2,32.5,8.2,9.3,8.0,,,,,,,,,66,8,7,10,8,1,3
5,Kimya-Metalurji Fakültesi,45,Metalurji ve Malzeme Mühendisliği,SAY,2023,56,47,380,249,629,10,10,8,454.55267,53949,1413,103,103,30.6,31.2,15.6,13.5,31.0,11.0,9.5,7.7,,,,,,,,,60,13,7,8,10,3,2
5,Kimya-Metalurji Fakültesi,45,Metalurji ve Malzeme Mühendisliği,SAY,2024,69,39,380,249,629,10,10,8,442.81151,43915,1786,108,108,31.5,32.2,15.2,14.4,25.3,11.0,8.3,10.1,,,,,,,,,73,12,7,11,4,0,1
5,Kimya-Metalurji Fakültesi,46,Metalurji ve Malzeme Mühendisliği (İngilizce),SAY,2021,30,22,203,124,327,14,6,10,385.42349,55952,946,52,52,28.0,18.1,14.3,13.9,21.1,5.9,10.2,11.0,,,,,,,,,32,3,3,6,4,0,4
5,Kimya-Metalurji Fakültesi,46,Metalurji ve Malzeme Mühendisliği (İngilizce),SAY,2022,33,19,209,129,338,10,9,8,460.54471,47547,1296,52,52,30.2,32.9,14.3,13.6,34.7,9.1,9.4,9.3,,,,,,,,,30,5,7,4,4,1,1
5,Kimya-Metalurji Fakültesi,46,Metalurji ve Malzeme Mühendisliği (İngilizce),SAY,2023,30,22,205,127,332,10,10,8,474.50789,36943,1203,52,52,31.3,33.1,16.5,14.5,32.9,11.8,10.9,9.2,,,,,,,,,36,6,3,3,3,0,1
5,Kimya-Metalurji Fakültesi,46,Metalurji ve Malzeme Mühendisliği (İngilizce),SAY,2024,30,27,205,127,332,10,10,8,460.3168,31450,1314,57,57,32.4,33.6,16.3,14.7,26.8,11.4,9.5,10.5,,,,,,,,,31,7,2,6,8,2,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2021,45,37,333,278,611,9,4,8,426.70036,24127,1769,82,82,29.2,21.8,15.6,14.5,26.2,8.2,11.0,11.5,,,,,,,,,52,11,6,6,5,1,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2022,44,38,357,286,643,10,5,8,503.12503,15537,2390,82,82,33.1,36.4,16.3,15.3,38.2,10.9,10.8,10.9,,,,,,,,,44,13,9,8,5,2,1
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2023,41,41,334,270,604,10,4,8,512.32237,11527,2036,82,82,33.3,36.1,18.1,15.3,36.9,12.9,11.8,10.5,,,,,,,,,40,16,6,7,9,2,2
6,Makine Fakültesi,9,Endüstri Mühendisliği,SAY,2024,66,22,334,270,604,10,4,8,496.90152,11733,1976,88,88,32.8,36.6,17.7,15.0,32.4,12.6,10.9,11.2,,,,,,,,,56,10,9,6,2,3,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2021,29,23,224,160,384,9,4,8,439.38869,16841,1960,52,52,29.8,23.4,15.8,15.2,28.0,8.6,11.0,12.0,,,,,,,,,30,4,6,5,3,2,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2022,28,24,268,199,467,10,5,8,510.95328,11027,2626,52,52,33.9,37.1,16.6,15.9,38.6,11.4,11.1,11.1,,,,,,,,,19,4,14,6,6,0,2
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2023,26,26,265,203,468,10,4,8,519.59063,8111,2346,52,52,33.2,36.5,18.7,16.0,37.5,13.0,12.3,11.0,,,,,,,,,25,13,3,5,5,0,1
6,Makine Fakültesi,10,Endüstri Mühendisliği (İngilizce),SAY,2024,35,22,265,203,468,10,4,8,503.66284,9162,2044,57,57,33.7,36.9,18.3,15.8,33.1,12.8,10.8,11.5,,,,,,,,,22,7,9,7,6,2,4
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2021,194,22,1546,122,1668,23,14,26,403.56465,40592,2352,216,216,27.5,19.9,15.0,13.6,24.0,7.9,10.4,11.0,,,,,,,,,112,18,33,17,22,8,6
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2022,178,38,1429,150,1579,25,18,17,476.33972,34612,2903,216,216,31.0,34.1,15.4,14.2,36.1,10.2,10.1,9.5,,,,,,,,,118,25,19,23,20,6,5
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2023,180,36,1277,165,1442,28,21,16,487.86232,26723,2933,216,216,31.9,34.0,17.5,14.8,34.4,12.6,10.9,9.6,,,,,,,,,141,17,16,16,15,3,8
6,Makine Fakültesi,37,Makine Mühendisliği,SAY,2024,193,28,1277,165,1442,28,21,16,474.69563,22581,3302,221,221,32.3,34.5,17.0,15.2,29.1,12.4,10.1,10.9,,,,,,,,,116,23,27,22,25,6,2
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2021,49,13,378,75,453,4,3,6,407.87074,37160,1321,62,62,28.0,19.2,15.0,13.2,23.7,8.3,10.8,11.2,,,,,,,,,40,6,5,4,5,2,0
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2022,48,14,421,91,512,4,5,7,483.5017,29075,1451,62,62,30.9,34.8,15.3,14.7,36.6,10.4,10.1,9.7,,,,,,,,,36,7,5,6,6,2,0
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2023,44,18,398,85,483,7,4,7,495.72087,21399,1474,62,62,32.6,33.9,17.5,14.9,34.5,12.7,11.4,9.9,,,,,,,,,39,4,5,7,5,0,2
6,Makine Fakültesi,42,Mekatronik Mühendisliği,SAY,2024,51,16,398,85,483,7,4,7,479.40398,20060,1377,67,67,31.6,35.2,16.9,15.2,29.8,11.9,10.1,11.0,,,,,,,,,52,3,5,5,1,0,1
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2021,37,15,332,58,390,4,3,6,420.44845,28160,1399,52,52,29.1,20.8,14.7,14.1,25.9,8.3,10.6,10.9,,,,,,,,,20,6,11,7,4,3,1
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2022,45,7,390,73,463,7,4,7,494.71871,20973,1668,52,52,31.4,35.7,16.5,14.7,37.6,11.1,10.6,10.1,,,,,,,,,32,5,7,3,4,1,0
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2023,37,15,379,80,459,7,4,7,502.65361,17015,1462,52,52,32.3,35.2,17.7,15.7,35.5,12.8,11.5,10.3,,,,,,,,,24,3,8,10,5,1,1
6,Makine Fakültesi,43,Mekatronik Mühendisliği (İngilizce),SAY,2024,41,16,379,80,459,7,4,7,486.18859,16552,1380,57,57,32.6,35.8,17.6,15.7,30.6,12.6,10.3,11.1,,,,,,,,,43,2,3,4,2,2,1
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2021,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2022,1,0,8,0,8,0,0,0,425.92744,78831,12,1,1,28.8,34.5,12.5,15.0,27.0,9.0,5.8,4.5,,,,,,,,,0,0,0,0,0,0,0
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2023,2,0,3,0,3,7,4,7,352.2362,184253,17,2,2,21.9,22.5,7.6,6.5,24.4,7.3,3.8,5.1,,,,,,,,,0,0,0,0,0,0,0
6,Makine Fakültesi,44,Mekatronik Mühendisliği (İngilizce) (KKTC Uyruklu),SAY,2024,1,0,3,0,3,7,4,7,338.66036,168331,16,1,1,26.2,11.5,3.5,13.5,14.5,8.5,4.8,5.2,,,,,,,,,0,0,0,0,0,0,0
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2021,14,27,40,58,98,0,1,3,255.9159,343115,283,41,41,25.8,7.5,2.0,11.1,3.0,,,,12.7,4.0,,,,2.9,,,37,1,0,1,0,1,1
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2022,22,19,76,104,180,0,1,3,316.8176,311440,866,41,41,26.4,15.4,3.1,11.2,7.6,,,,12.0,4.8,,,,4.2,,,33,1,1,2,1,3,0
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2023,17,25,88,130,218,1,2,2,320.68287,285723,648,42,42,27.4,16.0,3.4,11.4,11.3,,,,11.0,2.3,,,,3.8,,,30,1,0,2,2,6,1
7,Mimarlık Fakültesi,35,Kültür Varlıklarını Koruma ve Onarım,EA,2024,21,26,88,130,218,1,2,2,316.43356,252725,614,47,47,27.1,16.2,3.2,12.1,8.4,,,,12.2,3.3,,,,5.4,,,37,3,1,3,2,1,0
7,Mimarlık Fakültesi,36,Kültür Varlıklarını Koruma ve Onarım (KKTC Uyruklu),EA,2023,0,0,0,0,0,1,2,2,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0,0,0,0,0,0,0
7,Mimarlık Fakültesi,36,Kültür Varlıklarını Koruma ve Onarım (KKTC Uyruklu),EA,2024,0,0,0,0,0,1,2,2,0.0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,0,0,0,0,0,0,0
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2021,38,96,465,645,1110,15,21,23,382.28501,58814,2578,134,134,27.7,18.3,14.1,12.3,21.5,5.6,10.0,10.6,,,,,,,,,51,14,13,26,14,7,9
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2022,34,100,422,733,1155,13,22,21,441.45306,64251,2057,134,134,29.9,31.0,13.9,13.1,32.7,7.7,9.1,8.1,,,,,,,,,62,21,17,8,10,8,8
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2023,36,98,341,684,1025,16,22,16,444.32134,63449,1783,134,134,30.3,29.1,15.0,13.3,29.5,10.6,9.2,7.7,,,,,,,,,66,21,13,14,11,5,4
7,Mimarlık Fakültesi,47,Mimarlık,SAY,2024,30,73,341,684,1025,16,22,16,419.29138,63663,1716,103,103,30.6,29.4,13.8,13.2,21.2,9.7,7.9,9.1,,,,,,,,,57,10,14,11,6,3,2
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2021,21,51,162,262,424,15,21,23,396.07043,46853,1890,72,72,28.9,19.5,14.4,12.9,22.3,6.5,9.9,10.6,,,,,,,,,37,9,2,6,16,1,1
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2022,13,59,190,357,547,13,22,21,460.672,47436,1491,72,72,31.1,32.3,14.5,13.9,33.8,8.4,9.4,9.2,,,,,,,,,31,13,6,8,10,3,1
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2023,26,46,180,371,551,16,22,16,459.61599,49604,1159,72,72,31.3,30.7,15.5,13.7,31.2,11.2,9.7,8.1,,,,,,,,,28,11,10,7,11,1,4
7,Mimarlık Fakültesi,48,Mimarlık (İngilizce),SAY,2024,24,48,180,371,551,16,22,16,432.1829,52472,1140,72,72,31.3,30.8,14.5,13.7,24.0,10.2,7.7,9.2,,,,,,,,,40,10,8,8,4,2,0
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2021,18,64,117,267,384,7,12,8,273.88699,220116,688,82,82,24.2,10.9,8.0,9.7,9.9,1.9,5.6,6.8,,,,,,,,,58,3,3,5,5,4,4
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2022,26,56,124,307,431,7,12,9,332.94626,209019,1372,82,82,26.4,20.0,9.7,9.7,18.6,3.9,4.8,4.4,,,,,,,,,63,2,5,4,5,1,1
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2023,35,47,137,308,445,7,9,8,352.86449,183081,1302,84,82,27.9,20.6,10.5,11.7,18.4,6.9,4.9,5.1,,,,,,,,,65,1,3,4,5,2,2
7,Mimarlık Fakültesi,56,Şehir ve Bölge Planlama,SAY,2024,17,35,137,308,445,7,9,8,347.35671,152538,1279,52,52,28.8,22.7,9.2,11.5,14.5,6.1,4.0,6.2,,,,,,,,,46,1,1,4,0,0,0
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2021,13,28,95,85,180,2,6,7,317.91073,69941,413,41,41,27.0,5.7,1.4,13.5,,,,,13.8,4.5,7.5,3.0,6.9,3.5,3.1,,26,5,4,1,2,2,0
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2022,16,25,107,135,242,6,4,9,374.47269,55005,968,41,41,29.6,10.0,1.3,12.7,,,,,14.7,5.2,8.3,3.9,6.8,4.6,6.2,,29,2,1,5,3,0,1
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2023,15,27,114,149,263,6,10,7,375.54952,51498,765,42,42,29.5,10.1,2.3,15.2,,,,,14.2,3.1,6.4,4.3,6.9,5.0,7.6,,32,0,4,3,1,2,0
8,Sanat ve Tasarım Fakültesi,13,Fotoğraf ve Video,SÖZ,2024,19,22,114,149,263,6,10,7,395.43146,37588,706,41,41,30.1,8.8,2.1,13.9,,,,,15.8,3.8,7.9,4.1,7.0,6.9,7.3,,36,1,2,1,0,0,1
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2021,22,40,27,39,66,0,0,2,368.59681,12737,660,62,62,28.2,6.0,2.6,14.9,,,,,17.5,4.8,8.7,3.8,7.0,5.6,5.5,,44,6,3,6,2,1,0
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2022,22,40,82,153,235,0,1,2,418.17482,10696,979,62,62,30.5,13.7,2.1,15.7,,,,,17.8,5.2,9.2,4.7,8.1,5.8,7.8,,45,2,5,3,4,2,1
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2023,17,47,105,218,323,1,1,2,420.80734,8519,811,64,64,31.4,12.7,2.9,15.5,,,,,18.3,4.1,7.1,4.8,8.0,6.4,8.7,,47,5,3,6,2,0,1
8,Sanat ve Tasarım Fakültesi,21,İletişim ve Tasarımı,SÖZ,2024,18,49,105,218,323,1,1,2,435.28827,6978,894,67,67,30.9,12.1,3.3,15.9,,,,,20.0,4.6,8.8,4.6,7.2,8.1,8.8,,48,4,4,4,7,0,0
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2021,22,40,26,36,62,2,6,7,306.95984,94818,508,62,62,25.5,3.6,1.5,12.6,,,,,13.0,4.1,7.1,3.0,6.4,3.4,2.9,,49,1,2,3,4,1,2
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2022,24,38,73,119,192,6,4,9,363.77832,75530,1007,62,62,27.3,7.5,1.8,13.1,,,,,14.0,4.8,8.2,4.1,6.7,4.2,5.4,,49,1,2,4,4,0,2
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2023,29,35,107,155,262,6,10,7,364.4445,72980,718,64,64,27.9,10.6,1.6,13.3,,,,,12.3,2.7,6.5,3.8,7.2,4.8,7.4,,55,1,3,2,0,0,3
8,Sanat ve Tasarım Fakültesi,52,Sanat ve Kültür Yönetimi,SÖZ,2024,25,42,107,155,262,6,10,7,380.6505,61413,753,67,67,29.5,8.3,1.3,13.7,,,,,14.6,3.8,7.8,3.6,6.4,6.1,7.0,,61,0,3,0,3,0,0
9,İktisadi ve İdari Bilimler Fakültesi,19,İktisat,EA,2023,54,52,54,52,106,14,3,8,381.23125,79271,4822,106,106,29.2,21.3,4.4,13.5,18.7,,,,16.3,3.3,,,,4.9,,,78,7,3,9,3,3,3
